"","OverallQual","YearBuilt","TotalBsmtSF","GrLivArea","FullBath","TotRmsAbvGrd","GarageCars","GarageArea","Fireplaces","GarageYrBlt","MasVnrArea","X1stFlrSF","SalePrice"
"366",5,1920,672,1344,1,6,1,468,0,1964,0,672,147000
"367",6,1963,1394,1394,1,6,2,514,2,1963,247,1394,159000
"368",6,1962,1099,1431,1,6,1,296,1,1962,305,1431,165000
"369",5,1954,1268,1268,1,7,1,244,1,1954,200,1268,132000
"370",5,1959,1063,1287,1,7,2,576,1,1997,0,1287,162000
"371",6,2000,953,1664,2,7,2,460,1,2000,0,953,172400
"372",4,1959,0,1588,2,7,2,680,1,1991,0,1120,134432
"373",6,1984,744,752,1,4,1,264,0,1984,0,752,125000
"374",5,1953,608,1319,1,5,1,270,0,1953,0,1319,123000
"375",7,2003,847,1928,2,8,2,434,1,2003,0,847,219500
"376",1,1922,683,904,0,4,0,0,0,1978.50616388687,0,904,61000
"377",5,1996,870,914,1,5,2,576,0,1998,0,914,148000
"378",8,2004,1580,2466,3,8,2,610,1,2004,0,1580,340000
"379",9,2010,1856,1856,1,8,3,834,1,2010,350,1856,394432
"380",6,2000,982,1800,2,7,2,463,1,2000,16,1007,179000
"381",5,1924,1026,1691,2,6,1,308,1,1924,0,1026,127000
"382",7,2006,1293,1301,2,5,2,572,1,2006,0,1301,187750
"383",7,2006,939,1797,2,8,2,639,0,2006,0,939,213500
"384",6,1928,784,784,1,5,2,360,0,1950,0,784,76000
"385",6,1992,1580,1953,2,9,2,501,2,1992,0,1079,240000
"386",8,2004,1256,1269,2,6,2,430,1,2004,16,1269,192000
"387",5,1910,658,1184,1,8,0,0,0,1978.50616388687,0,658,81000
"388",6,1976,1041,1125,1,6,1,352,1,1977,255,1125,125000
"389",7,1999,1468,1479,2,6,2,577,0,1999,125,1479,191000
"390",10,2007,1682,2332,2,9,3,846,1,2008,272,1742,426000
"391",5,1900,861,1367,1,7,1,384,0,1978,0,961,119000
"392",6,2001,804,1961,2,7,2,560,1,2001,0,804,215000
"393",5,1959,0,882,1,5,1,294,0,1959,0,882,106500
"394",4,1941,788,788,1,4,0,0,2,1978.50616388687,0,788,100000
"395",5,1940,735,1034,1,5,1,240,0,1940,0,735,109000
"396",5,1956,1144,1144,1,6,1,596,0,1956,0,1144,129000
"397",5,1972,894,894,1,6,2,600,0,1985,0,894,123000
"398",5,1962,864,1812,2,8,1,264,1,1962,288,876,169500
"399",5,1920,961,1077,1,6,1,338,0,1920,0,1077,67000
"400",7,2006,1092,1550,2,7,2,438,0,2007,100,1112,241000
"401",8,1996,1260,1288,1,4,2,500,2,1996,0,1288,245500
"402",7,2005,1310,1310,2,6,2,400,1,2005,0,1310,164990
"403",5,1940,672,672,1,4,1,240,0,1940,0,672,108000
"404",8,1998,1141,2263,2,10,2,420,1,1998,650,1165,258000
"405",6,1995,806,1572,2,7,2,373,1,1995,0,806,168000
"406",4,1976,1281,1620,2,8,2,490,1,1993,0,1620,150000
"407",6,1936,1064,1639,1,6,1,240,0,1936,0,1166,115000
"408",6,1915,840,1680,2,8,1,308,0,1960,0,840,177000
"409",7,2006,1063,2172,2,9,3,947,1,2006,350,1071,280000
"410",8,2007,1034,2078,2,8,3,836,1,2008,100,1050,339750
"411",5,1958,1276,1276,1,5,1,350,0,1958,0,1276,60000
"412",5,1955,1056,1056,1,5,2,572,0,1955,0,1056,145000
"413",7,2009,1470,1478,2,7,2,484,1,2009,432,1478,222000
"414",5,1927,1008,1028,1,5,2,360,1,1927,0,1028,115000
"415",7,1993,1080,2097,2,9,3,678,1,1993,0,1080,228000
"416",7,2007,1340,1340,2,6,2,396,0,2007,0,1340,181134
"417",6,1978,672,1400,1,6,2,440,1,1978,203,672,149500
"418",6,1918,1370,2624,2,10,3,864,1,1918,0,1370,239000
"419",5,1940,756,1134,1,7,1,240,0,1940,0,756,126000
"420",5,1968,1056,1056,1,6,1,304,1,1968,0,1056,142000
"421",7,1997,1344,1344,2,8,4,784,0,1997,200,1344,206300
"422",6,1977,1602,1602,2,8,2,529,1,1977,126,1602,215000
"423",5,1954,988,988,1,4,2,520,0,1954,0,988,113000
"424",8,1998,1470,2630,2,8,3,696,1,1998,473,1470,315000
"425",6,1956,1196,1196,1,6,1,297,1,1956,74,1196,139000
"426",7,1946,651,1389,1,6,1,240,2,1947,0,707,135000
"427",7,1989,1518,1644,2,5,2,569,1,1989,145,1644,275000
"428",4,1957,907,907,1,5,1,352,0,1964,0,907,109008
"429",7,2007,1208,1208,2,6,2,628,0,2007,108,1208,195400
"430",6,1988,1392,1412,2,6,2,576,1,1988,0,1412,175000
"431",6,1971,483,987,1,4,1,264,0,1971,232,483,85400
"432",6,1920,901,1198,1,7,0,0,0,1978.50616388687,0,1088,79900
"433",5,1971,765,1365,1,6,2,440,0,1971,376,765,122500
"434",6,1997,926,1604,2,7,2,470,1,1997,0,926,181000
"435",4,1972,630,630,1,3,0,0,0,1978.50616388687,0,630,81000
"436",7,1996,799,1661,2,6,2,550,1,1996,0,827,212000
"437",6,1920,648,1118,1,6,2,440,0,1990,0,734,116000
"438",6,1926,884,904,1,4,1,180,0,1926,0,904,119000
"439",5,1913,440,694,1,4,1,352,1,1990,0,694,90350
"440",6,1920,684,1196,1,7,2,528,0,2005,0,684,110000
"441",10,2008,3094,2402,2,10,3,672,2,2008,200,2402,555000
"442",4,1955,1440,1440,2,8,0,0,0,1978.50616388687,270,1440,118000
"443",5,1930,1078,1573,2,8,2,360,1,1930,0,1128,162900
"444",7,2006,1258,1258,2,6,3,648,1,2007,72,1258,172500
"445",7,1994,915,1908,2,8,2,493,1,1994,0,933,210000
"446",6,1956,1436,1689,1,7,2,480,1,1956,0,1689,127500
"447",6,1966,1517,1888,2,6,2,578,1,1966,0,1888,190000
"448",7,1998,930,1886,2,10,2,431,1,1998,0,956,199900
"449",6,1937,780,1376,2,7,1,198,1,1937,0,780,119500
"450",3,1948,649,1183,1,6,1,308,0,1981,0,679,120000
"451",6,1930,813,813,1,5,1,270,0,1932,0,813,110000
"452",7,1975,1533,1533,2,5,2,576,2,1975,0,1533,280000
"453",6,1996,872,1756,2,7,2,422,0,1996,42,888,204000
"454",8,2008,768,1590,2,6,2,676,0,2008,0,786,210000
"455",5,1976,1728,1728,2,8,2,560,0,1976,0,1728,188000
"456",7,1973,1242,1242,1,6,2,528,1,1973,320,1242,175500
"457",5,1916,624,1344,1,7,3,513,0,1916,0,624,98000
"458",4,1954,1364,1663,1,6,2,529,2,1954,0,1663,256000
"459",8,1925,588,1666,1,7,1,228,1,1925,0,833,161000
"460",5,1950,709,1203,1,5,1,352,1,1950,161,979,110000
"461",8,2009,832,1935,2,8,2,552,0,2009,110,832,263435
"462",7,1936,560,1135,1,6,2,576,0,1971,0,575,155000
"463",5,1965,864,864,1,5,1,360,1,1965,0,864,62383
"464",6,1934,715,1660,1,6,1,240,1,1939,0,849,188700
"465",5,1978,1040,1040,2,5,0,0,0,1978.50616388687,136,1040,124000
"466",7,2004,1375,1414,2,6,2,398,1,2004,18,1414,178740
"467",7,1970,1277,1277,1,5,2,526,1,1970,0,1277,167000
"468",5,1942,728,1644,1,7,1,312,2,1942,224,888,146500
"469",8,2006,1626,1634,2,7,3,866,1,2006,248,1634,250000
"470",6,1993,832,1710,2,7,2,506,0,1993,120,832,187000
"471",8,1985,1488,1502,1,4,2,528,0,1985,0,1502,212000
"472",7,1977,808,1969,2,8,2,534,1,1977,0,1161,190000
"473",6,2005,547,1072,1,5,2,525,0,2005,80,1072,148000
"474",8,2006,1976,1976,2,7,3,908,1,2006,304,1976,440000
"475",8,2000,1494,1652,2,6,2,499,0,2000,0,1652,251000
"476",5,1963,970,970,1,5,2,624,0,1996,0,970,132500
"477",6,1997,1478,1493,2,7,2,508,1,1997,215,1493,208900
"478",9,2006,2153,2643,2,9,3,694,1,2006,772,2069,380000
"479",8,2007,1705,1718,2,7,3,826,1,2007,336,1718,297000
"480",4,1937,907,1131,1,7,2,672,0,1995,435,1131,89471
"481",9,2004,1833,1850,2,8,3,772,1,2004,378,1850,326000
"482",9,2003,1792,1792,2,6,3,874,1,2003,562,1792,374000
"483",7,1915,910,1826,1,7,1,164,1,1915,0,916,155000
"484",6,1998,1216,1216,2,5,2,402,0,1998,116,1216,164000
"485",5,1962,999,999,1,6,1,264,0,1963,0,999,132500
"486",5,1950,1113,1113,1,5,1,264,1,1950,0,1113,147000
"487",5,1965,1073,1073,1,6,2,515,0,1965,168,1073,156000
"488",5,1971,1484,1484,2,7,2,487,1,1971,0,1484,175000
"489",5,1900,954,2414,2,10,2,520,1,1970,0,1766,160000
"490",4,1970,630,630,1,3,1,286,0,1970,0,630,86000
"491",5,1976,264,1304,1,4,1,336,1,1976,0,616,115000
"492",6,1941,806,1578,1,5,1,240,2,1941,0,958,133000
"493",6,2006,728,1456,2,8,2,429,0,2006,0,728,172785
"494",5,1960,1269,1269,1,6,1,308,1,1964,0,1269,155000
"495",5,1938,190,886,1,4,1,273,0,1938,0,886,91300
"496",4,1920,720,720,1,4,0,0,0,1978.50616388687,0,720,34900
"497",8,1992,3200,3228,3,10,2,546,1,1992,0,3228,430000
"498",7,1925,1026,1820,2,8,1,240,0,1925,0,1133,184000
"499",5,1967,864,899,1,5,1,288,0,1967,89,899,130000
"500",5,1958,912,912,1,5,1,297,0,1958,0,912,120000
"501",6,1973,672,1218,1,7,1,264,0,1973,285,672,113000
"502",7,2005,866,1768,2,7,2,603,0,2005,0,866,226700
"503",5,1965,1214,1214,1,6,2,461,0,1965,0,1214,140000
"504",7,1959,1501,1801,2,6,2,484,2,1959,0,1801,289000
"505",6,1974,855,1322,2,6,2,440,1,1974,0,855,147000
"506",5,1952,960,1960,2,10,2,400,0,1952,360,960,124500
"507",8,1993,777,1911,2,8,2,471,1,1993,125,1065,215000
"508",6,2009,1218,1218,2,4,2,676,0,2009,0,1218,208300
"509",7,1928,689,1378,2,7,2,360,1,1928,0,689,161000
"510",5,1959,1041,1041,1,6,1,270,0,1959,132,1041,124500
"511",5,1951,1008,1363,1,6,1,288,2,1951,70,1363,164900
"512",7,2005,1368,1368,2,6,2,474,1,2005,94,1368,202665
"513",5,1958,864,864,1,5,2,624,0,1964,0,864,129900
"514",6,1983,1084,1080,1,5,2,484,0,1983,0,1080,134000
"515",5,1926,768,789,1,5,1,200,0,1926,0,789,96500
"516",10,2009,2006,2020,2,9,3,900,1,2009,305,2020,402861
"517",6,1972,689,2119,2,7,2,583,1,1972,333,1378,158000
"518",7,1996,1264,2344,2,7,3,889,1,1996,921,1277,265000
"519",6,1998,794,1796,2,7,2,546,0,1998,0,882,211000
"520",7,1926,1276,2080,1,9,1,282,2,1926,0,1276,234000
"521",4,1900,0,1294,2,7,0,0,0,1978.50616388687,0,694,106250
"522",6,1957,1244,1244,1,6,1,336,2,1957,0,1244,150000
"523",6,1947,1004,1664,2,7,2,420,2,1950,0,1004,159000
"524",10,2007,3138,4676,3,11,3,884,1,2007,762,3138,184750
"525",7,1996,1379,2398,2,8,3,834,1,1996,594,1383,315750
"526",7,2005,1257,1266,2,6,2,453,1,2005,0,1266,176000
"527",5,1956,928,928,1,4,1,252,0,1956,0,928,132000
"528",9,2008,1452,2713,2,11,3,858,1,2008,268,1476,446261
"529",4,1920,528,605,1,5,0,0,0,1978.50616388687,0,605,86000
"530",6,1957,2035,2515,3,9,2,484,2,1975,103.685261707989,2515,200624
"531",6,1988,1461,1509,2,5,2,600,1,1988,219,1509,175000
"532",6,1920,611,1362,2,6,2,502,0,1920,0,751,128000
"533",5,1955,0,827,1,5,1,392,1,1967,0,827,107500
"534",1,1946,0,334,1,2,0,0,0,1978.50616388687,0,334,39300
"535",8,2004,707,1414,2,6,2,403,1,2004,0,707,178000
"536",5,1910,1117,1347,1,5,0,0,0,1978.50616388687,0,820,107500
"537",7,1998,880,1724,2,8,2,527,0,1998,0,880,188000
"538",4,1972,864,864,1,5,2,576,0,1980,0,864,111250
"539",5,1968,1051,1159,1,7,1,336,1,1968,188,1159,158000
"540",8,2001,1581,1601,2,6,2,670,1,2001,479,1601,272000
"541",9,2006,1838,1838,2,8,3,765,1,2006,584,1838,315000
"542",8,2000,969,2285,2,8,3,648,1,2000,72,997,248000
"543",7,1998,1650,1680,2,7,2,583,1,1998,0,1680,213250
"544",7,1998,723,767,1,4,1,367,0,1998,182,767,133000
"545",7,2006,654,1496,2,7,2,426,1,2006,0,664,179665
"546",7,1988,1204,2183,2,9,3,786,0,1988,178,1377,229000
"547",6,1923,1065,1635,1,6,2,440,1,1950,0,915,210000
"548",5,1970,768,768,1,5,2,624,0,1987,0,768,129500
"549",5,1955,825,825,1,4,2,720,0,1963,0,825,125000
"550",7,2003,912,2094,2,8,2,615,1,2003,0,912,263000
"551",6,1977,1069,1069,2,4,2,440,0,1977,0,1069,140000
"552",5,1957,928,928,1,5,1,288,0,1957,0,928,112500
"553",8,2006,1709,1717,2,7,3,908,1,2006,250,1717,255500
"554",4,1949,0,1126,2,5,2,520,0,2002,0,1126,108000
"555",7,2003,998,2046,2,8,3,871,1,2003,292,1006,284000
"556",5,1922,993,1048,1,5,1,280,1,1922,0,1048,113000
"557",5,1957,1092,1092,1,6,1,299,1,1957,0,1092,141000
"558",4,1920,637,1336,1,7,1,570,0,1994,0,897,108000
"559",7,1996,729,1446,2,6,2,406,1,1996,0,729,175000
"560",7,2003,1374,1557,2,7,2,420,1,2003,18,1557,234000
"561",5,1957,1392,1392,1,5,2,528,1,1957,180,1392,121500
"562",5,1974,1389,1389,1,6,2,418,1,1975,0,1389,170000
"563",5,1940,996,996,1,6,0,0,1,1978.50616388687,0,996,108000
"564",6,1918,1163,1674,2,8,2,396,1,1955,0,1163,185000
"565",7,1992,1095,2295,2,9,2,590,1,1992,0,1166,268000
"566",6,1915,806,1647,1,6,1,216,0,1920,0,841,128000
"567",9,2005,1122,2504,2,11,3,656,1,2005,245,1134,325000
"568",7,2004,1517,1535,2,7,2,532,0,2004,168,1535,214000
"569",8,1983,1496,2132,1,5,2,612,1,1983,0,1496,316600
"570",5,1979,943,943,1,4,2,600,2,1979,0,943,135960
"571",5,1965,1728,1728,2,10,2,576,0,1987,108,1728,142600
"572",6,1959,864,864,1,4,1,288,0,1959,207,864,120000
"573",7,2009,846,1692,2,6,2,650,0,2009,0,846,224500
"574",7,2000,384,1430,2,8,2,400,1,2000,0,774,170000
"575",5,1971,372,1109,1,5,1,288,0,1971,82,576,139000
"576",5,1947,832,1216,1,6,1,336,0,1947,0,832,118500
"577",7,1928,861,1477,2,6,1,216,1,1928,0,877,145000
"578",5,1966,1164,1320,1,6,2,564,2,1966,97,1320,164500
"579",7,2007,689,1392,2,5,2,540,0,2007,0,703,146000
"580",5,1954,1050,1795,2,7,1,352,0,1954,335,1050,131500
"581",6,1960,1144,1429,1,7,2,572,2,1960,85,1429,181900
"582",8,2008,2042,2042,2,8,3,1390,1,2009,306,2042,253293
"583",6,1990,816,816,1,5,0,0,0,1978.50616388687,104,816,118500
"584",10,1893,1237,2775,3,9,2,880,1,1988,0,1521,325000
"585",4,1935,884,1573,1,6,1,240,0,1935,0,989,133000
"586",8,2005,1868,2028,2,7,3,880,2,2005,208,2028,369900
"587",6,1918,816,838,1,5,1,275,0,1961,0,838,130000
"588",5,1982,840,860,1,4,2,528,0,1996,0,860,137000
"589",5,1968,1437,1473,1,5,1,452,2,1968,0,1473,143000
"590",5,1930,742,935,1,4,1,308,0,1988,0,779,79500
"591",7,2004,770,1582,2,6,2,520,0,2004,0,770,185900
"592",10,2008,1722,2296,2,10,3,842,1,2008,420,1728,451950
"593",5,1982,816,816,1,4,2,816,0,1985,0,816,138000
"594",6,2003,848,848,1,4,2,420,0,2003,170,848,140000
"595",5,1975,924,924,1,5,1,280,0,1981,0,924,110000
"596",8,2005,1814,1826,2,7,3,758,1,2005,238,1826,319000
"597",6,1910,684,1368,1,7,1,216,0,1930,0,684,114504
"598",7,2006,1258,1402,0,7,3,648,1,2006,72,1402,194201
"599",5,1977,1430,1647,2,7,2,621,1,1977,459,1647,217500
"600",6,1980,716,1556,2,6,2,452,1,1980,0,716,151000
"601",8,2005,1058,1904,2,8,2,736,1,2003,280,1058,275000
"602",6,1937,780,1375,1,6,1,544,1,1979,0,780,141000
"603",8,1992,908,1915,2,8,2,506,1,1992,0,927,220000
"604",7,2004,600,1200,2,4,2,480,0,2004,0,600,151000
"605",7,2002,1494,1494,2,6,2,530,1,2002,99,1494,221000
"606",7,1965,768,1986,2,7,2,486,3,1965,176,1186,205000
"607",5,1996,1040,1040,1,6,2,576,0,2000,0,1040,152000
"608",5,1948,896,2008,3,8,1,230,0,1948,0,1112,225000
"609",8,1934,965,3194,2,10,2,380,2,1934,0,1940,359100
"610",4,1961,1029,1029,1,5,1,261,0,1961,192,1029,118500
"611",9,2000,1440,2153,2,8,3,736,2,2000,204,1476,313000
"612",6,1978,1032,1032,2,6,2,564,1,1978,233,1032,148000
"613",8,2001,1299,1872,2,7,2,531,1,2001,108,1299,261500
"614",5,2007,1120,1120,1,6,0,0,0,1978.50616388687,0,1120,147000
"615",4,1972,630,630,1,3,0,0,0,1978.50616388687,0,630,75500
"616",6,1963,936,1054,1,6,2,480,0,1963,156,1054,137500
"617",6,2002,783,1509,2,7,2,393,1,2002,0,807,183200
"618",6,1954,832,832,1,4,2,528,0,1962,0,832,105500
"619",9,2007,1822,1828,2,9,3,774,1,2007,452,1828,314813
"620",8,2003,1482,2262,2,10,3,749,2,2003,226,1482,305000
"621",3,1914,864,864,1,5,0,0,0,1978.50616388687,0,864,67000
"622",6,1974,1522,2614,2,9,2,624,1,1974,0,1548,240000
"623",5,1977,980,980,1,6,2,484,0,1986,153,980,135000
"624",6,2000,756,1512,2,4,2,440,1,2000,513,756,168500
"625",6,1972,732,1790,1,8,2,484,1,1972,288,1012,165150
"626",6,1962,1116,1116,1,5,2,440,0,1962,261,1116,160000
"627",5,1960,978,1422,1,6,1,286,1,1960,0,1422,139900
"628",6,1955,1156,1520,1,7,1,364,2,1955,164,1520,153000
"629",5,1969,1040,2080,1,9,2,504,2,1969,192,1040,135000
"630",6,1964,1248,1350,1,6,2,520,0,1964,259,1350,168500
"631",5,1880,636,1750,1,8,1,240,0,1937,0,1089,124000
"632",8,2006,1554,1554,2,6,2,627,1,2006,108,1554,209500
"633",7,1977,1386,1411,2,6,2,544,1,1977,209,1411,82500
"634",5,1954,1056,1056,1,6,1,260,0,1954,0,1056,139400
"635",6,1980,1056,1056,0,4,2,576,0,1980,0,1056,144000
"636",6,1914,1440,3395,2,14,0,0,0,1978.50616388687,0,1440,200000
"637",2,1936,264,800,1,4,0,0,1,1978.50616388687,0,800,60000
"638",5,1954,811,1387,2,7,1,256,0,1954,0,811,93000
"639",5,1910,796,796,1,4,0,0,0,1978.50616388687,0,796,85000
"640",8,2006,1520,1567,2,7,3,648,1,2006,0,1567,264561
"641",8,2003,1518,1518,1,6,2,588,1,2003,472,1518,274000
"642",7,2001,1057,1929,2,7,2,650,1,2001,0,1057,226000
"643",8,1972,1952,2704,2,9,2,538,3,1972,0,2000,345000
"644",5,1969,780,1620,2,7,2,462,0,1969,263,780,152000
"645",9,2009,1766,1766,2,7,3,478,1,2009,162,1766,370878
"646",6,1971,981,981,1,5,2,576,0,1979,0,981,143250
"647",5,1950,0,1048,1,7,2,420,0,1950,0,1048,98300
"648",6,1953,1094,1094,1,5,2,495,2,1953,216,1094,155000
"649",6,1966,756,1839,1,7,2,442,1,1966,351,1051,155000
"650",4,1970,630,630,1,3,0,0,0,1978.50616388687,0,630,84500
"651",7,2007,813,1665,2,7,2,562,0,2007,103.685261707989,822,205950
"652",4,1940,755,1510,1,7,1,296,1,1940,0,755,108000
"653",7,1996,880,1716,2,7,2,512,1,1996,0,909,191000
"654",6,1906,756,1469,1,7,1,216,0,1906,0,756,135000
"655",8,1995,2109,2113,2,7,3,839,1,1995,660,2113,350000
"656",6,1971,525,1092,1,6,1,264,0,1971,381,525,88000
"657",5,1959,1053,1053,1,5,1,312,0,1959,54,1053,145500
"658",7,1931,776,1502,1,6,1,270,1,1931,0,851,149000
"659",6,1948,912,1458,1,6,1,330,1,1948,0,912,97500
"660",5,1964,1486,1486,1,7,2,480,0,1968,0,1486,167000
"661",7,1976,793,1935,2,7,2,550,1,1976,233,1142,197900
"662",8,1994,1629,2448,2,8,3,711,1,1994,528,1686,402000
"663",6,1968,1392,1392,1,5,2,576,2,1968,216,1392,110000
"664",4,1972,1138,1181,2,6,2,588,0,1974,0,1181,137500
"665",8,2005,2077,2097,1,8,3,1134,1,2005,0,2097,423000
"666",8,2000,1406,1936,2,7,2,504,1,2000,40,1454,230500
"667",6,1965,1021,2380,2,7,2,596,1,1965,113,1465,129000
"668",6,1994,1408,1679,2,7,2,575,1,1994,258,1679,193500
"669",5,1956,1188,1437,1,6,2,576,1,1999,0,1437,168000
"670",4,1922,700,1180,1,5,1,252,1,1922,0,1180,137500
"671",6,2005,738,1476,2,7,2,540,0,2005,0,738,173500
"672",6,1925,672,1369,2,6,1,300,0,1930,0,697,103600
"673",6,1977,1208,1208,1,6,2,546,1,1977,0,1208,165000
"674",6,1957,1477,1839,2,7,2,416,2,1957,106,1839,257500
"675",6,1965,1136,1136,1,5,1,384,1,1965,0,1136,140000
"676",6,1978,855,1441,2,7,2,440,1,1978,0,855,148500
"677",4,1900,1095,1774,2,8,3,779,0,1920,0,1095,87000
"678",5,1924,768,792,1,5,1,240,0,1924,0,792,109500
"679",8,2008,2046,2046,2,7,3,834,1,2008,464,2046,372500
"680",5,1961,988,988,1,5,2,572,0,1963,57,988,128500
"681",6,1980,923,923,2,5,1,264,1,1980,0,923,143000
"682",5,1932,793,1520,1,6,1,281,0,1968,0,848,159434
"683",6,1996,1291,1291,1,6,2,431,1,1996,0,1291,173000
"684",9,2002,1626,1668,2,7,3,702,1,2002,215,1668,285000
"685",7,1998,1195,1839,2,7,2,486,0,1998,30,1195,221000
"686",7,1984,1190,2090,2,6,2,577,1,1984,0,1190,207500
"687",7,2007,874,1761,3,7,2,578,0,2007,0,874,227875
"688",7,2004,551,1102,2,4,2,480,0,2004,0,551,148800
"689",8,2007,1419,1419,2,7,2,567,1,2007,0,1419,392000
"690",6,2005,1362,1362,2,6,2,460,1,2005,256,1362,194700
"691",6,2004,848,848,1,3,2,420,1,2004,147,848,141000
"692",10,1994,2444,4316,3,10,3,832,2,1994,1170,2444,755000
"693",7,1989,1210,2519,2,9,2,628,2,1989,293,1238,335000
"694",5,1921,1073,1073,1,4,1,326,0,1968,0,1073,108480
"695",5,1936,927,1539,1,5,2,576,0,1995,0,1067,141500
"696",6,1987,1112,1137,2,5,2,551,1,1987,72,1137,176000
"697",5,1921,616,616,1,4,1,205,0,1921,0,616,89000
"698",5,1952,980,1148,1,6,1,308,0,1952,0,1148,123500
"699",5,1965,894,894,1,5,1,336,1,1973,0,894,138500
"700",7,2004,1391,1391,2,5,2,530,0,2004,0,1391,196000
"701",8,2002,1800,1800,2,7,3,765,1,2002,630,1800,312500
"702",7,1969,1164,1164,1,6,2,528,0,1969,168,1164,140000
"703",8,2006,1234,2576,2,10,3,666,1,2006,466,1264,361919
"704",5,1900,360,1812,2,8,2,672,1,1999,0,1032,140000
"705",7,2004,1473,1484,2,7,2,606,0,2004,109,1484,213000
"706",4,1930,0,1092,2,7,0,0,0,1978.50616388687,0,372,55000
"707",7,1971,1643,1824,2,5,2,739,2,1971,351,1824,302000
"708",8,2006,1324,1324,2,6,2,550,1,2006,176,1324,254000
"709",7,2007,728,1456,2,8,2,400,1,2007,0,728,179540
"710",5,1966,876,904,1,6,1,408,0,1966,41,904,109900
"711",3,1935,270,729,1,5,0,0,0,1978.50616388687,0,729,52000
"712",4,1900,859,1178,1,7,1,384,0,1964,0,859,102776
"713",8,1988,1228,1228,2,5,2,472,1,1988,0,1228,189000
"714",4,1970,960,960,1,6,2,576,0,1970,160,960,129000
"715",6,1976,725,1479,2,6,2,475,0,1976,289,725,130500
"716",6,1974,1064,1350,2,7,2,478,1,1974,174,1350,165000
"717",7,1890,718,2554,1,8,2,704,0,1996,0,1576,159500
"718",5,1973,1176,1178,1,5,2,439,1,1973,0,1178,157000
"719",7,1993,1311,2418,2,9,3,983,1,1993,651,1325,341000
"720",5,1969,971,971,1,5,1,300,1,1969,0,971,128500
"721",8,1985,1742,1742,2,5,2,564,1,1985,0,1742,275000
"722",6,2004,848,848,1,3,2,420,0,2004,169,848,143000
"723",4,1970,864,864,1,5,2,463,0,1994,0,864,124500
"724",4,1954,941,1470,2,7,1,548,0,1958,0,997,135000
"725",9,2007,1698,1698,2,8,3,768,1,2007,340,1698,320000
"726",4,1970,864,864,1,5,2,660,0,1989,0,864,120500
"727",6,1988,880,1680,2,5,2,540,1,1988,260,1680,222000
"728",7,2007,1232,1232,2,6,2,632,0,2007,82,1232,194500
"729",5,1958,1584,1776,2,9,3,888,0,1968,95,1776,110000
"730",4,1925,780,1208,1,5,2,539,0,1962,0,848,103000
"731",8,1995,1595,1616,2,5,2,608,1,1995,0,1616,236500
"732",7,2003,868,1146,2,6,2,438,1,2003,442,1146,187500
